1.246200E-02 	  4.5247E+00
1.264800E-02 	  5.0555E+00
1.305903E-02 	  6.4235E+00
1.396010E-02 	  1.0449E+01
1.492335E-02 	  1.4367E+01
1.595306E-02 	  1.6500E+01
1.705382E-02 	  1.6433E+01
1.823053E-02 	  1.4663E+01
1.948844E-02 	  1.2053E+01
2.083314E-02 	  9.3462E+00
2.227063E-02 	  6.9752E+00
2.380730E-02 	  5.0945E+00
2.479400E-02 	  4.1883E+00
2.517350E-02 	  3.8917E+00
2.527470E-02 	  3.8170E+00
2.545001E-02 	  3.6993E+00
2.580600E-02 	  3.4612E+00
2.720606E-02 	  2.6975E+00
2.908327E-02 	  1.9988E+00
3.109002E-02 	  1.5200E+00
3.323523E-02 	  1.1966E+00
3.552846E-02 	  9.8222E-01
3.797993E-02 	  8.4376E-01
4.060054E-02 	  7.5813E-01
4.340198E-02 	  7.0911E-01
4.639671E-02 	  6.8529E-01
4.959809E-02 	  6.7864E-01
5.302035E-02 	  6.8408E-01
5.667876E-02 	  6.9799E-01
6.058959E-02 	  7.1754E-01
6.477028E-02 	  7.4100E-01
6.923942E-02 	  7.6735E-01
7.401695E-02 	  7.9601E-01
7.912411E-02 	  8.2669E-01
8.458368E-02 	  8.5920E-01
9.041995E-02 	  8.9335E-01
9.665893E-02 	  9.2887E-01
1.033284E-01 	  9.6534E-01
1.104581E-01 	  1.0020E+00
1.180797E-01 	  1.0382E+00
1.262272E-01 	  1.0731E+00
1.349368E-01 	  1.1058E+00
1.442475E-01 	  1.1354E+00
1.542005E-01 	  1.1610E+00
1.648404E-01 	  1.1819E+00
1.762144E-01 	  1.1973E+00
1.883732E-01 	  1.2069E+00
2.013709E-01 	  1.2104E+00
2.152655E-01 	  1.2079E+00
2.301188E-01 	  1.1996E+00
2.402960E-01 	  1.1754E+00
2.423540E-01 	  1.1692E+00
2.439740E-01 	  1.1643E+00
2.449548E-01 	  1.1613E+00
2.459970E-01 	  1.1814E+01
2.460635E-01 	  1.1809E+01
2.464260E-01 	  1.1787E+01
2.470527E-01 	  1.1748E+01
2.485365E-01 	  1.6906E+01
2.501040E-01 	  1.6766E+01
2.522460E-01 	  1.6579E+01
2.629708E-01 	  1.5693E+01
2.811158E-01 	  1.4375E+01
3.005128E-01 	  1.3194E+01
3.136000E-01 	  1.2497E+01
3.184000E-01 	  1.2259E+01
3.196800E-01 	  1.2196E+01
3.212482E-01 	  1.3497E+01
3.216000E-01 	  1.3480E+01
3.264000E-01 	  1.3257E+01
3.434143E-01 	  1.2521E+01
3.671099E-01 	  1.1611E+01
3.924405E-01 	  1.0750E+01
4.195189E-01 	  9.9311E+00
4.484657E-01 	  9.1532E+00
4.794098E-01 	  8.4154E+00
5.124891E-01 	  7.7167E+00
5.478508E-01 	  7.0589E+00
5.856525E-01 	  6.4422E+00
6.260625E-01 	  5.8666E+00
6.692609E-01 	  5.3316E+00
7.154399E-01 	  4.8365E+00
7.648052E-01 	  4.3801E+00
8.175768E-01 	  3.9608E+00
8.739896E-01 	  3.5767E+00
9.342948E-01 	  3.2260E+00
9.987612E-01 	  2.9066E+00
1.067676E+00 	  2.5899E+00
1.141345E+00 	  2.3089E+00
1.220098E+00 	  2.0599E+00
1.304285E+00 	  1.8372E+00
1.394281E+00 	  1.6349E+00
1.490486E+00 	  1.4562E+00
1.593329E+00 	  1.2982E+00
1.703269E+00 	  1.1585E+00
1.820795E+00 	  1.0348E+00
1.946430E+00 	  9.2523E-01
2.080733E+00 	  8.2805E-01
2.224304E+00 	  7.4180E-01
2.377781E+00 	  6.6517E-01
2.541848E+00 	  5.9704E-01
2.717235E+00 	  5.3641E-01
2.904724E+00 	  4.8240E-01
3.105150E+00 	  4.2981E-01
3.138842E+00 	  4.2124E-01
3.186885E+00 	  4.0949E-01
3.199697E+00 	  4.0644E-01
3.218914E+00 	  4.0445E+00
3.266958E+00 	  3.9547E+00
3.319406E+00 	  3.8605E+00
3.548445E+00 	  3.4785E+00
3.793288E+00 	  3.1275E+00
4.055024E+00 	  2.8093E+00
4.334821E+00 	  2.5178E+00
4.633924E+00 	  2.2529E+00
4.953664E+00 	  2.0148E+00
5.295467E+00 	  1.8015E+00
5.660855E+00 	  1.6105E+00
6.051453E+00 	  1.4394E+00
6.469004E+00 	  1.2843E+00
6.915365E+00 	  1.1397E+00
7.392525E+00 	  1.0114E+00
7.902609E+00 	  8.9769E-01
8.447890E+00 	  7.9678E-01
9.030794E+00 	  7.0619E-01
9.653919E+00 	  6.2255E-01
1.032004E+01 	  5.4885E-01
1.103212E+01 	  4.8390E-01
1.179334E+01 	  4.2666E-01
1.260708E+01 	  3.7619E-01
