2.472300E-02 	  1.9911E+00
2.509200E-02 	  1.9648E+00
2.545001E-02 	  1.9399E+00
2.720606E-02 	  1.8248E+00
2.908327E-02 	  1.7138E+00
3.109002E-02 	  1.6069E+00
3.323523E-02 	  1.5043E+00
3.552846E-02 	  1.4060E+00
3.797993E-02 	  1.3120E+00
4.060054E-02 	  1.2223E+00
4.340198E-02 	  1.1369E+00
4.639671E-02 	  1.0558E+00
4.959809E-02 	  9.7893E-01
5.302035E-02 	  9.0618E-01
5.667876E-02 	  8.3748E-01
6.058959E-02 	  7.7275E-01
6.477028E-02 	  7.1188E-01
6.923942E-02 	  6.5476E-01
7.401695E-02 	  6.0124E-01
7.912411E-02 	  5.5122E-01
8.458368E-02 	  5.0455E-01
9.041995E-02 	  4.6109E-01
9.665893E-02 	  4.2069E-01
1.033284E-01 	  3.8322E-01
1.104581E-01 	  3.4853E-01
1.180797E-01 	  3.1646E-01
1.262272E-01 	  2.8689E-01
1.349368E-01 	  2.5966E-01
1.442475E-01 	  2.3464E-01
1.542005E-01 	  2.1169E-01
1.648404E-01 	  1.9068E-01
1.762144E-01 	  1.7148E-01
1.883732E-01 	  1.5396E-01
2.013709E-01 	  1.3801E-01
2.152655E-01 	  1.2352E-01
2.301188E-01 	  1.1037E-01
2.459970E-01 	  9.8459E-02
2.629708E-01 	  8.7695E-02
2.811158E-01 	  7.7982E-02
3.005128E-01 	  6.9233E-02
3.212482E-01 	  6.1368E-02
3.434143E-01 	  5.4308E-02
3.671099E-01 	  4.7984E-02
3.924405E-01 	  4.2328E-02
4.195189E-01 	  3.7279E-02
4.484657E-01 	  3.2779E-02
4.794098E-01 	  2.8776E-02
5.124891E-01 	  2.5222E-02
5.478508E-01 	  2.2071E-02
5.856525E-01 	  1.9283E-02
6.260625E-01 	  1.6819E-02
6.692609E-01 	  1.4647E-02
7.154399E-01 	  1.2735E-02
7.648052E-01 	  1.1055E-02
8.175768E-01 	  9.5814E-03
8.739896E-01 	  8.2906E-03
9.342948E-01 	  7.1622E-03
9.987612E-01 	  6.1775E-03
1.067676E+00 	  5.3000E-03
1.141345E+00 	  4.5425E-03
1.220098E+00 	  3.8898E-03
1.304285E+00 	  3.3280E-03
1.394281E+00 	  2.8448E-03
1.490486E+00 	  2.4298E-03
1.593329E+00 	  2.0737E-03
1.703269E+00 	  1.7684E-03
1.820795E+00 	  1.5069E-03
1.946430E+00 	  1.2832E-03
2.080733E+00 	  1.0919E-03
2.224304E+00 	  9.2851E-04
2.377781E+00 	  7.8905E-04
2.541848E+00 	  6.7012E-04
2.717235E+00 	  5.6878E-04
2.904724E+00 	  4.8249E-04
3.105150E+00 	  4.0907E-04
3.319406E+00 	  3.4664E-04
3.548445E+00 	  2.9360E-04
3.793288E+00 	  2.4855E-04
4.055024E+00 	  2.1033E-04
4.334821E+00 	  1.7791E-04
4.633924E+00 	  1.5043E-04
4.953664E+00 	  1.2714E-04
5.295467E+00 	  1.0743E-04
5.660855E+00 	  9.0740E-05
6.051453E+00 	  7.6624E-05
6.469004E+00 	  6.4687E-05
6.915365E+00 	  5.4596E-05
7.392525E+00 	  4.6070E-05
7.902609E+00 	  3.8868E-05
8.447890E+00 	  3.2787E-05
9.030794E+00 	  2.7654E-05
9.653919E+00 	  2.3322E-05
1.032004E+01 	  1.9667E-05
1.103212E+01 	  1.6584E-05
1.179334E+01 	  1.3984E-05
1.260708E+01 	  1.1791E-05
1.347697E+01 	  9.9427E-06
1.440688E+01 	  8.3843E-06
1.540095E+01 	  7.0708E-06
1.646362E+01 	  5.9636E-06
1.759961E+01 	  5.0304E-06
1.881398E+01 	  4.2439E-06
2.011215E+01 	  3.5810E-06
2.149988E+01 	  3.0223E-06
2.298338E+01 	  2.5513E-06
2.456923E+01 	  2.1543E-06
2.626450E+01 	  1.8195E-06
2.807676E+01 	  1.5373E-06
3.001405E+01 	  1.2992E-06
3.208502E+01 	  1.0984E-06
3.429889E+01 	  9.2904E-07
3.666551E+01 	  7.8609E-07
3.919543E+01 	  6.6542E-07
4.189992E+01 	  5.6354E-07
4.479101E+01 	  4.7748E-07
4.788159E+01 	  4.0478E-07
5.118542E+01 	  3.4333E-07
5.471721E+01 	  2.9137E-07
5.849270E+01 	  2.4742E-07
6.252870E+01 	  2.1023E-07
6.684318E+01 	  1.7875E-07
7.145536E+01 	  1.5208E-07
7.638578E+01 	  1.2948E-07
8.165640E+01 	  1.1032E-07
8.729069E+01 	  9.4059E-08
9.331374E+01 	  8.0260E-08
9.975239E+01 	  6.8540E-08
1.066353E+02 	  5.8579E-08
1.139931E+02 	  5.0108E-08
1.218587E+02 	  4.2900E-08
1.302669E+02 	  3.6762E-08
1.392553E+02 	  3.1531E-08
1.488640E+02 	  2.7070E-08
1.591356E+02 	  2.3263E-08
1.701159E+02 	  2.0011E-08
1.818539E+02 	  1.7232E-08
1.944018E+02 	  1.4854E-08
2.078156E+02 	  1.2818E-08
2.221548E+02 	  1.1073E-08
2.374835E+02 	  9.5771E-09
2.538699E+02 	  8.2925E-09
2.713869E+02 	  7.1887E-09
2.901126E+02 	  6.2394E-09
3.101304E+02 	  5.4221E-09
3.315294E+02 	  4.7179E-09
3.544049E+02 	  4.1103E-09
3.788588E+02 	  3.5857E-09
4.050001E+02 	  3.1323E-09
4.329451E+02 	  2.7399E-09
